schedule_id,volunteer_id,schedule_date,shift_type,scheduled_hours,schedule_status,date_key
2225,9555,2024-01-02,Day,4,Scheduled,2024-01-02
2226,9570,2024-01-02,Day,4,Scheduled,2024-01-02
2227,9558,2024-01-02,Afternoon,4,Scheduled,2024-01-02
2228,9503,2024-01-02,Afternoon,4,Scheduled,2024-01-02
2229,9562,2024-01-03,Day,4,Scheduled,2024-01-03
2230,9569,2024-01-03,Day,4,Scheduled,2024-01-03
2231,9527,2024-01-03,Afternoon,4,Scheduled,2024-01-03
2232,9571,2024-01-03,Afternoon,4,Scheduled,2024-01-03
2233,9566,2024-01-04,Day,4,Scheduled,2024-01-04
2234,9563,2024-01-04,Day,4,Scheduled,2024-01-04
2235,9528,2024-01-04,Afternoon,4,Scheduled,2024-01-04
2236,9523,2024-01-05,Day,4,Scheduled,2024-01-05
2237,9505,2024-01-05,Day,4,Scheduled,2024-01-05
2238,9522,2024-01-05,Afternoon,4,Scheduled,2024-01-05
2239,9523,2024-01-08,Day,4,Scheduled,2024-01-08
2240,9571,2024-01-08,Day,4,Scheduled,2024-01-08
2241,9547,2024-01-08,Afternoon,4,Scheduled,2024-01-08
2242,9528,2024-01-08,Afternoon,4,Scheduled,2024-01-08
2243,9570,2024-01-09,Day,4,Scheduled,2024-01-09
2244,9546,2024-01-09,Day,4,Scheduled,2024-01-09
2245,9569,2024-01-09,Afternoon,4,Scheduled,2024-01-09
2246,9525,2024-01-09,Afternoon,4,Scheduled,2024-01-09
2247,9560,2024-01-10,Day,4,Scheduled,2024-01-10
2248,9531,2024-01-10,Day,4,Scheduled,2024-01-10
2249,9563,2024-01-10,Afternoon,4,Scheduled,2024-01-10
2250,9504,2024-01-10,Afternoon,4,Scheduled,2024-01-10
2251,9558,2024-01-11,Day,4,Scheduled,2024-01-11
2252,9522,2024-01-11,Day,4,Scheduled,2024-01-11
2253,9505,2024-01-11,Afternoon,4,Scheduled,2024-01-11
2254,9555,2024-01-11,Afternoon,4,Scheduled,2024-01-11
2255,9562,2024-01-12,Day,4,Scheduled,2024-01-12
2256,9503,2024-01-12,Day,4,Scheduled,2024-01-12
2257,9527,2024-01-12,Afternoon,4,Scheduled,2024-01-12
2258,9523,2024-01-15,Day,4,Scheduled,2024-01-15
2259,9569,2024-01-15,Day,4,Scheduled,2024-01-15
2260,9525,2024-01-15,Afternoon,4,Scheduled,2024-01-15
2261,9527,2024-01-15,Afternoon,4,Scheduled,2024-01-15
2262,9548,2024-01-16,Day,4,Scheduled,2024-01-16
2263,9503,2024-01-16,Day,4,Scheduled,2024-01-16
2264,9563,2024-01-16,Afternoon,4,Scheduled,2024-01-16
2265,9546,2024-01-16,Afternoon,4,Scheduled,2024-01-16
2266,9547,2024-01-17,Day,4,Scheduled,2024-01-17
2267,9571,2024-01-17,Day,4,Scheduled,2024-01-17
2268,9558,2024-01-17,Afternoon,4,Scheduled,2024-01-17
2269,9528,2024-01-17,Afternoon,4,Scheduled,2024-01-17
2270,9570,2024-01-18,Day,4,Scheduled,2024-01-18
2271,9505,2024-01-18,Day,4,Scheduled,2024-01-18
2272,9511,2024-01-18,Afternoon,4,Scheduled,2024-01-18
2273,9504,2024-01-18,Afternoon,4,Scheduled,2024-01-18
2274,9522,2024-01-19,Day,4,Scheduled,2024-01-19
2275,9560,2024-01-19,Day,4,Scheduled,2024-01-19
2276,9555,2024-01-19,Afternoon,4,Scheduled,2024-01-19
2277,9515,2024-01-19,Afternoon,4,Scheduled,2024-01-19
2278,9563,2024-01-22,Day,4,Scheduled,2024-01-22
2279,9547,2024-01-22,Day,4,Scheduled,2024-01-22
2280,9531,2024-01-22,Afternoon,4,Scheduled,2024-01-22
2281,9546,2024-01-22,Afternoon,4,Scheduled,2024-01-22
2282,9515,2024-01-23,Day,4,Scheduled,2024-01-23
2283,9548,2024-01-23,Day,4,Scheduled,2024-01-23
2284,9511,2024-01-23,Afternoon,4,Scheduled,2024-01-23
2285,9503,2024-01-23,Afternoon,4,Scheduled,2024-01-23
2286,9525,2024-01-24,Day,4,Scheduled,2024-01-24
2287,9560,2024-01-24,Day,4,Scheduled,2024-01-24
2288,9562,2024-01-24,Afternoon,4,Scheduled,2024-01-24
2289,9509,2024-01-24,Afternoon,4,Scheduled,2024-01-24
2290,9522,2024-01-25,Day,4,Scheduled,2024-01-25
2291,9505,2024-01-25,Day,4,Scheduled,2024-01-25
2292,9558,2024-01-25,Afternoon,4,Scheduled,2024-01-25
2293,9528,2024-01-25,Afternoon,4,Scheduled,2024-01-25
2294,9571,2024-01-26,Day,4,Scheduled,2024-01-26
2295,9555,2024-01-26,Day,4,Scheduled,2024-01-26
2296,9570,2024-01-26,Afternoon,4,Scheduled,2024-01-26
2297,9527,2024-01-26,Afternoon,4,Scheduled,2024-01-26
2298,9503,2024-01-29,Day,4,Scheduled,2024-01-29
2299,9505,2024-01-29,Day,4,Scheduled,2024-01-29
2300,9531,2024-01-29,Afternoon,4,Scheduled,2024-01-29
2301,9571,2024-01-29,Afternoon,4,Scheduled,2024-01-29
2302,9558,2024-01-30,Day,4,Scheduled,2024-01-30
2303,9569,2024-01-30,Day,4,Scheduled,2024-01-30
2304,9525,2024-01-30,Afternoon,4,Scheduled,2024-01-30
2305,9562,2024-01-31,Day,4,Scheduled,2024-01-31
2306,9546,2024-01-31,Day,4,Scheduled,2024-01-31
2307,9515,2024-01-31,Afternoon,4,Scheduled,2024-01-31
2308,9570,2024-01-31,Afternoon,4,Scheduled,2024-01-31
2309,9547,2024-02-01,Day,4,Scheduled,2024-02-01
2310,9535,2024-02-01,Day,4,Scheduled,2024-02-01
2311,9528,2024-02-01,Afternoon,4,Scheduled,2024-02-01
2312,9527,2024-02-01,Afternoon,4,Scheduled,2024-02-01
2313,9509,2024-02-02,Day,4,Scheduled,2024-02-02
2314,9522,2024-02-02,Day,4,Scheduled,2024-02-02
2315,9560,2024-02-02,Afternoon,4,Scheduled,2024-02-02
2316,9515,2024-02-05,Day,4,Scheduled,2024-02-05
2317,9569,2024-02-05,Day,4,Scheduled,2024-02-05
2318,9525,2024-02-05,Afternoon,4,Scheduled,2024-02-05
2319,9504,2024-02-05,Afternoon,4,Scheduled,2024-02-05
2320,9531,2024-02-06,Day,4,Scheduled,2024-02-06
2321,9548,2024-02-06,Day,4,Scheduled,2024-02-06
2322,9570,2024-02-06,Afternoon,4,Scheduled,2024-02-06
2323,9522,2024-02-06,Afternoon,4,Scheduled,2024-02-06
2324,9546,2024-02-07,Day,4,Scheduled,2024-02-07
2325,9562,2024-02-07,Day,4,Scheduled,2024-02-07
2326,9505,2024-02-07,Afternoon,4,Scheduled,2024-02-07
2327,9527,2024-02-07,Afternoon,4,Scheduled,2024-02-07
2328,9558,2024-02-08,Day,4,Scheduled,2024-02-08
2329,9563,2024-02-08,Day,4,Scheduled,2024-02-08
2330,9571,2024-02-08,Afternoon,4,Scheduled,2024-02-08
2331,9528,2024-02-08,Afternoon,4,Scheduled,2024-02-08
2332,9511,2024-02-09,Day,4,Scheduled,2024-02-09
2333,9547,2024-02-09,Day,4,Scheduled,2024-02-09
2334,9535,2024-02-09,Afternoon,4,Scheduled,2024-02-09
2335,9509,2024-02-09,Afternoon,4,Scheduled,2024-02-09
2336,9528,2024-02-12,Day,4,Scheduled,2024-02-12
2337,9504,2024-02-12,Afternoon,4,Scheduled,2024-02-12
2338,9570,2024-02-12,Afternoon,4,Scheduled,2024-02-12
2339,9509,2024-02-13,Day,4,Scheduled,2024-02-13
2340,9503,2024-02-13,Day,4,Scheduled,2024-02-13
2341,9562,2024-02-13,Afternoon,4,Scheduled,2024-02-13
2342,9571,2024-02-13,Afternoon,4,Scheduled,2024-02-13
2343,9531,2024-02-14,Day,4,Scheduled,2024-02-14
2344,9558,2024-02-14,Day,4,Scheduled,2024-02-14
2345,9546,2024-02-14,Afternoon,4,Scheduled,2024-02-14
2346,9535,2024-02-14,Afternoon,4,Scheduled,2024-02-14
2347,9547,2024-02-15,Day,4,Scheduled,2024-02-15
2348,9515,2024-02-15,Day,4,Scheduled,2024-02-15
2349,9527,2024-02-15,Afternoon,4,Scheduled,2024-02-15
2350,9525,2024-02-16,Day,4,Scheduled,2024-02-16
2351,9505,2024-02-16,Day,4,Scheduled,2024-02-16
2352,9522,2024-02-16,Afternoon,4,Scheduled,2024-02-16
2353,9560,2024-02-16,Afternoon,4,Scheduled,2024-02-16
2354,9511,2024-02-19,Day,4,Scheduled,2024-02-19
2355,9558,2024-02-19,Day,4,Scheduled,2024-02-19
2356,9569,2024-02-19,Afternoon,4,Scheduled,2024-02-19
2357,9560,2024-02-19,Afternoon,4,Scheduled,2024-02-19
2358,9562,2024-02-20,Day,4,Scheduled,2024-02-20
2359,9563,2024-02-20,Day,4,Scheduled,2024-02-20
2360,9571,2024-02-20,Afternoon,4,Scheduled,2024-02-20
2361,9515,2024-02-20,Afternoon,4,Scheduled,2024-02-20
2362,9547,2024-02-21,Day,4,Scheduled,2024-02-21
2363,9535,2024-02-21,Day,4,Scheduled,2024-02-21
2364,9570,2024-02-21,Afternoon,4,Scheduled,2024-02-21
2365,9548,2024-02-21,Afternoon,4,Scheduled,2024-02-21
2366,9555,2024-02-22,Day,4,Scheduled,2024-02-22
2367,9504,2024-02-22,Day,4,Scheduled,2024-02-22
2368,9509,2024-02-22,Afternoon,4,Scheduled,2024-02-22
2369,9522,2024-02-22,Afternoon,4,Scheduled,2024-02-22
2370,9531,2024-02-23,Day,4,Scheduled,2024-02-23
2371,9505,2024-02-23,Day,4,Scheduled,2024-02-23
2372,9546,2024-02-23,Afternoon,4,Scheduled,2024-02-23
2373,9525,2024-02-23,Afternoon,4,Scheduled,2024-02-23
2374,9505,2024-02-26,Day,4,Scheduled,2024-02-26
2375,9547,2024-02-26,Afternoon,4,Scheduled,2024-02-26
2376,9535,2024-02-26,Afternoon,4,Scheduled,2024-02-26
2377,9570,2024-02-27,Day,4,Scheduled,2024-02-27
2378,9504,2024-02-27,Day,4,Scheduled,2024-02-27
2379,9509,2024-02-27,Afternoon,4,Scheduled,2024-02-27
2380,9563,2024-02-27,Afternoon,4,Scheduled,2024-02-27
2381,9527,2024-02-28,Day,4,Scheduled,2024-02-28
2382,9558,2024-02-28,Day,4,Scheduled,2024-02-28
2383,9531,2024-02-28,Afternoon,4,Scheduled,2024-02-28
2384,9548,2024-02-28,Afternoon,4,Scheduled,2024-02-28
2385,9562,2024-02-29,Day,4,Scheduled,2024-02-29
2386,9515,2024-02-29,Day,4,Scheduled,2024-02-29
2387,9555,2024-02-29,Afternoon,4,Scheduled,2024-02-29
2388,9569,2024-02-29,Afternoon,4,Scheduled,2024-02-29
2389,9503,2024-03-01,Day,4,Scheduled,2024-03-01
2390,9522,2024-03-01,Day,4,Scheduled,2024-03-01
2391,9525,2024-03-01,Afternoon,4,Scheduled,2024-03-01
2392,9528,2024-03-01,Afternoon,4,Scheduled,2024-03-01
2393,9571,2024-03-04,Day,4,Scheduled,2024-03-04
2394,9558,2024-03-04,Day,4,Scheduled,2024-03-04
2395,9535,2024-03-04,Afternoon,4,Scheduled,2024-03-04
2396,9531,2024-03-04,Afternoon,4,Scheduled,2024-03-04
2397,9560,2024-03-05,Day,4,Scheduled,2024-03-05
2398,9562,2024-03-05,Afternoon,4,Scheduled,2024-03-05
2399,9547,2024-03-05,Afternoon,4,Scheduled,2024-03-05
2400,9528,2024-03-06,Day,4,Scheduled,2024-03-06
2401,9503,2024-03-06,Day,4,Scheduled,2024-03-06
2402,9555,2024-03-06,Afternoon,4,Scheduled,2024-03-06
2403,9511,2024-03-06,Afternoon,4,Scheduled,2024-03-06
2404,9509,2024-03-07,Day,4,Scheduled,2024-03-07
2405,9570,2024-03-07,Day,4,Scheduled,2024-03-07
2406,9515,2024-03-07,Afternoon,4,Scheduled,2024-03-07
2407,9522,2024-03-07,Afternoon,4,Scheduled,2024-03-07
2408,9563,2024-03-08,Day,4,Scheduled,2024-03-08
2409,9525,2024-03-08,Day,4,Scheduled,2024-03-08
2410,9546,2024-03-08,Afternoon,4,Scheduled,2024-03-08
2411,9505,2024-03-08,Afternoon,4,Scheduled,2024-03-08
2412,9528,2024-03-11,Day,4,Scheduled,2024-03-11
2413,9503,2024-03-11,Day,4,Scheduled,2024-03-11
2414,9535,2024-03-11,Afternoon,4,Scheduled,2024-03-11
2415,9509,2024-03-11,Afternoon,4,Scheduled,2024-03-11
2416,9505,2024-03-12,Day,4,Scheduled,2024-03-12
2417,9563,2024-03-12,Day,4,Scheduled,2024-03-12
2418,9546,2024-03-12,Afternoon,4,Scheduled,2024-03-12
2419,9569,2024-03-12,Afternoon,4,Scheduled,2024-03-12
2420,9515,2024-03-13,Day,4,Scheduled,2024-03-13
2421,9527,2024-03-13,Day,4,Scheduled,2024-03-13
2422,9558,2024-03-13,Afternoon,4,Scheduled,2024-03-13
2423,9555,2024-03-14,Day,4,Scheduled,2024-03-14
2424,9560,2024-03-14,Day,4,Scheduled,2024-03-14
2425,9522,2024-03-14,Afternoon,4,Scheduled,2024-03-14
2426,9548,2024-03-14,Afternoon,4,Scheduled,2024-03-14
2427,9525,2024-03-15,Day,4,Scheduled,2024-03-15
2428,9562,2024-03-15,Day,4,Scheduled,2024-03-15
2429,9547,2024-03-15,Afternoon,4,Scheduled,2024-03-15
2430,9504,2024-03-15,Afternoon,4,Scheduled,2024-03-15
2431,9511,2024-03-18,Day,4,Scheduled,2024-03-18
2432,9561,2024-03-18,Afternoon,4,Scheduled,2024-03-18
2433,9527,2024-03-18,Afternoon,4,Scheduled,2024-03-18
2434,9558,2024-03-19,Day,4,Scheduled,2024-03-19
2435,9571,2024-03-19,Afternoon,4,Scheduled,2024-03-19
2436,9503,2024-03-19,Afternoon,4,Scheduled,2024-03-19
2437,9546,2024-03-20,Day,4,Scheduled,2024-03-20
2438,9504,2024-03-20,Day,4,Scheduled,2024-03-20
2439,9560,2024-03-20,Afternoon,4,Scheduled,2024-03-20
2440,9555,2024-03-20,Afternoon,4,Scheduled,2024-03-20
2441,9547,2024-03-21,Day,4,Scheduled,2024-03-21
2442,9509,2024-03-21,Day,4,Scheduled,2024-03-21
2443,9563,2024-03-21,Afternoon,4,Scheduled,2024-03-21
2444,9505,2024-03-21,Afternoon,4,Scheduled,2024-03-21
2445,9522,2024-03-22,Day,4,Scheduled,2024-03-22
2446,9562,2024-03-22,Day,4,Scheduled,2024-03-22
2447,9528,2024-03-22,Afternoon,4,Scheduled,2024-03-22
2448,9569,2024-03-22,Afternoon,4,Scheduled,2024-03-22
2449,9531,2024-03-25,Day,4,Scheduled,2024-03-25
2450,9509,2024-03-25,Day,4,Scheduled,2024-03-25
2451,9522,2024-03-25,Afternoon,4,Scheduled,2024-03-25
2452,9546,2024-03-25,Afternoon,4,Scheduled,2024-03-25
2453,9570,2024-03-26,Day,4,Scheduled,2024-03-26
2454,9569,2024-03-26,Day,4,Scheduled,2024-03-26
2455,9571,2024-03-26,Afternoon,4,Scheduled,2024-03-26
2456,9563,2024-03-26,Afternoon,4,Scheduled,2024-03-26
2457,9503,2024-03-27,Day,4,Scheduled,2024-03-27
2458,9527,2024-03-27,Day,4,Scheduled,2024-03-27
2459,9535,2024-03-27,Afternoon,4,Scheduled,2024-03-27
2460,9561,2024-03-27,Afternoon,4,Scheduled,2024-03-27
2461,9558,2024-03-28,Day,4,Scheduled,2024-03-28
2462,9511,2024-03-28,Day,4,Scheduled,2024-03-28
2463,9528,2024-03-28,Afternoon,4,Scheduled,2024-03-28
2464,9560,2024-03-28,Afternoon,4,Scheduled,2024-03-28
2465,9505,2024-03-29,Day,4,Scheduled,2024-03-29
2466,9515,2024-03-29,Day,4,Scheduled,2024-03-29
2467,9504,2024-03-29,Afternoon,4,Scheduled,2024-03-29
2468,9555,2024-03-29,Afternoon,4,Scheduled,2024-03-29
2469,9555,2024-04-01,Day,4,Scheduled,2024-04-01
2470,9547,2024-04-01,Day,4,Scheduled,2024-04-01
2471,9563,2024-04-01,Afternoon,4,Scheduled,2024-04-01
2472,9505,2024-04-01,Afternoon,4,Scheduled,2024-04-01
2473,9515,2024-04-02,Day,4,Scheduled,2024-04-02
2474,9525,2024-04-02,Day,4,Scheduled,2024-04-02
2475,9511,2024-04-02,Afternoon,4,Scheduled,2024-04-02
2476,9569,2024-04-02,Afternoon,4,Scheduled,2024-04-02
2477,9527,2024-04-03,Day,4,Scheduled,2024-04-03
2478,9571,2024-04-03,Day,4,Scheduled,2024-04-03
2479,9561,2024-04-03,Afternoon,4,Scheduled,2024-04-03
2480,9558,2024-04-03,Afternoon,4,Scheduled,2024-04-03
2481,9570,2024-04-04,Day,4,Scheduled,2024-04-04
2482,9504,2024-04-04,Day,4,Scheduled,2024-04-04
2483,9546,2024-04-04,Afternoon,4,Scheduled,2024-04-04
2484,9503,2024-04-04,Afternoon,4,Scheduled,2024-04-04
2485,9509,2024-04-05,Day,4,Scheduled,2024-04-05
2486,9560,2024-04-05,Day,4,Scheduled,2024-04-05
2487,9522,2024-04-05,Afternoon,4,Scheduled,2024-04-05
2488,9528,2024-04-05,Afternoon,4,Scheduled,2024-04-05
2489,9561,2024-04-08,Day,4,Scheduled,2024-04-08
2490,9546,2024-04-08,Day,4,Scheduled,2024-04-08
2491,9511,2024-04-08,Afternoon,4,Scheduled,2024-04-08
2492,9555,2024-04-08,Afternoon,4,Scheduled,2024-04-08
2493,9558,2024-04-09,Day,4,Scheduled,2024-04-09
2494,9560,2024-04-09,Day,4,Scheduled,2024-04-09
2495,9522,2024-04-09,Afternoon,4,Scheduled,2024-04-09
2496,9563,2024-04-09,Afternoon,4,Scheduled,2024-04-09
2497,9569,2024-04-10,Day,4,Scheduled,2024-04-10
2498,9531,2024-04-10,Day,4,Scheduled,2024-04-10
2499,9570,2024-04-10,Afternoon,4,Scheduled,2024-04-10
2500,9527,2024-04-10,Afternoon,4,Scheduled,2024-04-10
2501,9535,2024-04-11,Day,4,Scheduled,2024-04-11
2502,9509,2024-04-11,Day,4,Scheduled,2024-04-11
2503,9528,2024-04-11,Afternoon,4,Scheduled,2024-04-11
2504,9547,2024-04-11,Afternoon,4,Scheduled,2024-04-11
2505,9504,2024-04-12,Day,4,Scheduled,2024-04-12
2506,9515,2024-04-12,Day,4,Scheduled,2024-04-12
2507,9571,2024-04-12,Afternoon,4,Scheduled,2024-04-12
2508,9551,2024-04-12,Afternoon,4,Scheduled,2024-04-12
2509,9548,2024-04-15,Day,4,Scheduled,2024-04-15
2510,9531,2024-04-15,Day,4,Scheduled,2024-04-15
2511,9571,2024-04-15,Afternoon,4,Scheduled,2024-04-15
2512,9503,2024-04-15,Afternoon,4,Scheduled,2024-04-15
2513,9535,2024-04-16,Day,4,Scheduled,2024-04-16
2514,9558,2024-04-16,Day,4,Scheduled,2024-04-16
2515,9560,2024-04-16,Afternoon,4,Scheduled,2024-04-16
2516,9547,2024-04-16,Afternoon,4,Scheduled,2024-04-16
2517,9561,2024-04-17,Day,4,Scheduled,2024-04-17
2518,9527,2024-04-17,Day,4,Scheduled,2024-04-17
2519,9551,2024-04-17,Afternoon,4,Scheduled,2024-04-17
2520,9525,2024-04-17,Afternoon,4,Scheduled,2024-04-17
2521,9546,2024-04-18,Day,4,Scheduled,2024-04-18
2522,9569,2024-04-18,Day,4,Scheduled,2024-04-18
2523,9570,2024-04-18,Afternoon,4,Scheduled,2024-04-18
2524,9505,2024-04-18,Afternoon,4,Scheduled,2024-04-18
2525,9528,2024-04-19,Day,4,Scheduled,2024-04-19
2526,9509,2024-04-19,Day,4,Scheduled,2024-04-19
2527,9522,2024-04-19,Afternoon,4,Scheduled,2024-04-19
2528,9555,2024-04-19,Afternoon,4,Scheduled,2024-04-19
2529,9511,2024-04-22,Day,4,Scheduled,2024-04-22
2530,9531,2024-04-22,Day,4,Scheduled,2024-04-22
2531,9558,2024-04-22,Afternoon,4,Scheduled,2024-04-22
2532,9547,2024-04-22,Afternoon,4,Scheduled,2024-04-22
2533,9509,2024-04-23,Day,4,Scheduled,2024-04-23
2534,9505,2024-04-23,Day,4,Scheduled,2024-04-23
2535,9535,2024-04-23,Afternoon,4,Scheduled,2024-04-23
2536,9571,2024-04-23,Afternoon,4,Scheduled,2024-04-23
2537,9527,2024-04-24,Day,4,Scheduled,2024-04-24
2538,9548,2024-04-24,Day,4,Scheduled,2024-04-24
2539,9528,2024-04-24,Afternoon,4,Scheduled,2024-04-24
2540,9551,2024-04-24,Afternoon,4,Scheduled,2024-04-24
2541,9570,2024-04-25,Day,4,Scheduled,2024-04-25
2542,9546,2024-04-25,Day,4,Scheduled,2024-04-25
2543,9522,2024-04-25,Afternoon,4,Scheduled,2024-04-25
2544,9504,2024-04-25,Afternoon,4,Scheduled,2024-04-25
2545,9560,2024-04-26,Day,4,Scheduled,2024-04-26
2546,9563,2024-04-26,Day,4,Scheduled,2024-04-26
2547,9507,2024-04-26,Afternoon,4,Scheduled,2024-04-26
2548,9503,2024-04-26,Afternoon,4,Scheduled,2024-04-26
2549,9527,2024-04-29,Day,4,Scheduled,2024-04-29
2550,9558,2024-04-29,Day,4,Scheduled,2024-04-29
2551,9507,2024-04-29,Afternoon,4,Scheduled,2024-04-29
2552,9560,2024-04-29,Afternoon,4,Scheduled,2024-04-29
2553,9571,2024-04-30,Day,4,Scheduled,2024-04-30
2554,9531,2024-04-30,Afternoon,4,Scheduled,2024-04-30
2555,9504,2024-04-30,Afternoon,4,Scheduled,2024-04-30
2556,9547,2024-05-01,Day,4,Scheduled,2024-05-01
2557,9525,2024-05-01,Afternoon,4,Scheduled,2024-05-01
2558,9546,2024-05-01,Afternoon,4,Scheduled,2024-05-01
2559,9535,2024-05-02,Day,4,Scheduled,2024-05-02
2560,9555,2024-05-02,Day,4,Scheduled,2024-05-02
2561,9569,2024-05-02,Afternoon,4,Scheduled,2024-05-02
2562,9563,2024-05-02,Afternoon,4,Scheduled,2024-05-02
2563,9548,2024-05-03,Day,4,Scheduled,2024-05-03
2564,9515,2024-05-03,Day,4,Scheduled,2024-05-03
2565,9528,2024-05-03,Afternoon,4,Scheduled,2024-05-03
2566,9561,2024-05-03,Afternoon,4,Scheduled,2024-05-03
2567,9505,2024-05-06,Day,4,Scheduled,2024-05-06
2568,9531,2024-05-06,Day,4,Scheduled,2024-05-06
2569,9548,2024-05-06,Afternoon,4,Scheduled,2024-05-06
2570,9504,2024-05-06,Afternoon,4,Scheduled,2024-05-06
2571,9570,2024-05-07,Day,4,Scheduled,2024-05-07
2572,9525,2024-05-07,Day,4,Scheduled,2024-05-07
2573,9569,2024-05-07,Afternoon,4,Scheduled,2024-05-07
2574,9563,2024-05-07,Afternoon,4,Scheduled,2024-05-07
2575,9558,2024-05-08,Day,4,Scheduled,2024-05-08
2576,9507,2024-05-08,Day,4,Scheduled,2024-05-08
2577,9511,2024-05-08,Afternoon,4,Scheduled,2024-05-08
2578,9551,2024-05-08,Afternoon,4,Scheduled,2024-05-08
2579,9503,2024-05-09,Day,4,Scheduled,2024-05-09
2580,9560,2024-05-09,Day,4,Scheduled,2024-05-09
2581,9515,2024-05-09,Afternoon,4,Scheduled,2024-05-09
2582,9561,2024-05-09,Afternoon,4,Scheduled,2024-05-09
2583,9535,2024-05-10,Day,4,Scheduled,2024-05-10
2584,9527,2024-05-10,Day,4,Scheduled,2024-05-10
2585,9547,2024-05-10,Afternoon,4,Scheduled,2024-05-10
2586,9546,2024-05-10,Afternoon,4,Scheduled,2024-05-10
2587,9563,2024-05-13,Day,4,Scheduled,2024-05-13
2588,9551,2024-05-13,Day,4,Scheduled,2024-05-13
2589,9571,2024-05-13,Afternoon,4,Scheduled,2024-05-13
2590,9507,2024-05-13,Afternoon,4,Scheduled,2024-05-13
2591,9558,2024-05-14,Day,4,Scheduled,2024-05-14
2592,9515,2024-05-14,Day,4,Scheduled,2024-05-14
2593,9525,2024-05-14,Afternoon,4,Scheduled,2024-05-14
2594,9555,2024-05-14,Afternoon,4,Scheduled,2024-05-14
2595,9531,2024-05-15,Day,4,Scheduled,2024-05-15
2596,9505,2024-05-15,Day,4,Scheduled,2024-05-15
2597,9535,2024-05-15,Afternoon,4,Scheduled,2024-05-15
2598,9546,2024-05-15,Afternoon,4,Scheduled,2024-05-15
2599,9504,2024-05-16,Day,4,Scheduled,2024-05-16
2600,9569,2024-05-16,Day,4,Scheduled,2024-05-16
2601,9503,2024-05-16,Afternoon,4,Scheduled,2024-05-16
2602,9570,2024-05-16,Afternoon,4,Scheduled,2024-05-16
2603,9548,2024-05-17,Day,4,Scheduled,2024-05-17
2604,9547,2024-05-17,Day,4,Scheduled,2024-05-17
2605,9509,2024-05-17,Afternoon,4,Scheduled,2024-05-17
2606,9528,2024-05-17,Afternoon,4,Scheduled,2024-05-17
2607,9505,2024-05-20,Day,4,Scheduled,2024-05-20
2608,9548,2024-05-20,Day,4,Scheduled,2024-05-20
2609,9560,2024-05-20,Afternoon,4,Scheduled,2024-05-20
2610,9561,2024-05-20,Afternoon,4,Scheduled,2024-05-20
2611,9515,2024-05-21,Day,4,Scheduled,2024-05-21
2612,9527,2024-05-21,Afternoon,4,Scheduled,2024-05-21
2613,9555,2024-05-21,Afternoon,4,Scheduled,2024-05-21
2614,9501,2024-05-22,Day,4,Scheduled,2024-05-22
2615,9504,2024-05-22,Day,4,Scheduled,2024-05-22
2616,9531,2024-05-22,Afternoon,4,Scheduled,2024-05-22
2617,9571,2024-05-22,Afternoon,4,Scheduled,2024-05-22
2618,9546,2024-05-23,Day,4,Scheduled,2024-05-23
2619,9535,2024-05-23,Day,4,Scheduled,2024-05-23
2620,9507,2024-05-23,Afternoon,4,Scheduled,2024-05-23
2621,9551,2024-05-23,Afternoon,4,Scheduled,2024-05-23
2622,9547,2024-05-24,Day,4,Scheduled,2024-05-24
2623,9509,2024-05-24,Day,4,Scheduled,2024-05-24
2624,9503,2024-05-24,Afternoon,4,Scheduled,2024-05-24
2625,9570,2024-05-24,Afternoon,4,Scheduled,2024-05-24
2626,9504,2024-05-27,Day,4,Scheduled,2024-05-27
2627,9501,2024-05-27,Day,4,Scheduled,2024-05-27
2628,9535,2024-05-27,Afternoon,4,Scheduled,2024-05-27
2629,9560,2024-05-27,Afternoon,4,Scheduled,2024-05-27
2630,9558,2024-05-28,Day,4,Scheduled,2024-05-28
2631,9505,2024-05-28,Day,4,Scheduled,2024-05-28
2632,9527,2024-05-28,Afternoon,4,Scheduled,2024-05-28
2633,9503,2024-05-28,Afternoon,4,Scheduled,2024-05-28
2634,9525,2024-05-29,Day,4,Scheduled,2024-05-29
2635,9569,2024-05-29,Day,4,Scheduled,2024-05-29
2636,9563,2024-05-29,Afternoon,4,Scheduled,2024-05-29
2637,9509,2024-05-29,Afternoon,4,Scheduled,2024-05-29
2638,9547,2024-05-30,Day,4,Scheduled,2024-05-30
2639,9528,2024-05-30,Day,4,Scheduled,2024-05-30
2640,9546,2024-05-30,Afternoon,4,Scheduled,2024-05-30
2641,9507,2024-05-30,Afternoon,4,Scheduled,2024-05-30
2642,9555,2024-05-31,Day,4,Scheduled,2024-05-31
2643,9548,2024-05-31,Day,4,Scheduled,2024-05-31
2644,9570,2024-05-31,Afternoon,4,Scheduled,2024-05-31
2645,9571,2024-05-31,Afternoon,4,Scheduled,2024-05-31
2646,9504,2024-06-03,Day,4,Scheduled,2024-06-03
2647,9509,2024-06-03,Day,4,Scheduled,2024-06-03
2648,9571,2024-06-03,Afternoon,4,Scheduled,2024-06-03
2649,9561,2024-06-03,Afternoon,4,Scheduled,2024-06-03
2650,9525,2024-06-04,Day,4,Scheduled,2024-06-04
2651,9505,2024-06-04,Day,4,Scheduled,2024-06-04
2652,9555,2024-06-04,Afternoon,4,Scheduled,2024-06-04
2653,9501,2024-06-04,Afternoon,4,Scheduled,2024-06-04
